name,url,remote_testing,adaptive_support,test_type
SQL Server (New),/products/product-catalog/view/sql-server-new/,Yes,No,K
SQL Server Analysis Services (SSAS) (New),/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,K
SQL Server Integration Services (SSIS) (New),/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,K
SQL Server Reporting Services (SSRS) (New),/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,K
Statistical Analysis System (New),/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,K
Struts (New),/products/product-catalog/view/struts-new/,Yes,No,K
SVAR - Spoken English (AUS),/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,S
SVAR - Spoken English (Indian Accent)  (New),/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,S
SVAR - Spoken English (U.K.),/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,S
SVAR - Spoken English (US)  (New),/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,S
SVAR - Spoken French (Canadian) (New),/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,S
SVAR - Spoken French (European) (New),/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,S
SVAR - Spoken Spanish (Castilian) (New),/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,S
SVAR - Spoken Spanish (North American) (New),/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,S
Swing (New),/products/product-catalog/view/swing-new/,Yes,No,K
Tableau (New),/products/product-catalog/view/tableau-new/,Yes,No,K
Telecommunications Engineering (New),/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,K
Teradata Development (New),/products/product-catalog/view/teradata-development-new/,Yes,No,K
Time Management (U.S.),/products/product-catalog/view/time-management-u-s/,Yes,No,K
Training Development,/products/product-catalog/view/training-development/,Yes,No,K
Typing (New),/products/product-catalog/view/typing-new/,Yes,No,S
UiPath RPA Development (New),/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,K
Universal Competency Framework Interview Guide,/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,CP
Universal Competency Framework Job profiling guide,/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,CP
Universal Competency Framework Profiler Cards (44),/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,CP
UNIX (New),/products/product-catalog/view/unix-new/,Yes,No,K
VB.NET (New),/products/product-catalog/view/vb-net-new/,Yes,No,K
Verify - Deductive Reasoning,/products/product-catalog/view/verify-deductive-reasoning/,Yes,No,A
Verify - Following Instructions,/products/product-catalog/view/verify-following-instructions/,Yes,No,A
Verify - G+,/products/product-catalog/view/verify-g/,Yes,No,A
Verify - General Ability Screen,/products/product-catalog/view/verify-general-ability-screen/,Yes,No,A
Verify - Inductive Reasoning (2014),/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,No,A
Verify - Numerical Ability,/products/product-catalog/view/verify-numerical-ability/,Yes,No,A
Verify - Technical Checking - Next Generation,/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,A
Verify - Verbal Ability - Next Generation,/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,No,A
Verify - Working with Information,/products/product-catalog/view/verify-working-with-information/,Yes,No,A
Verify G+ - Ability Test Report,/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,A
Verify G+ - Candidate Report,/products/product-catalog/view/verify-g-candidate-report/,Yes,No,A
Verify Interactive Ability Report,/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,A
Verify Interactive G+ Candidate Report,/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,A
Verify Interactive G+ Report,/products/product-catalog/view/verify-interactive-g-report/,Yes,No,A
Verify Interactive Process Monitoring,/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,A
Virtual Assessment and Development Centers,/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,P
Visual Basic for Applications (New),/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,K
Visual Comparison - UK,/products/product-catalog/view/visual-comparison-uk/,Yes,No,K
Visual Comparison - US,/products/product-catalog/view/visual-comparison-us/,Yes,No,K
VLSI and Embedded Systems (New),/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,K
What Is The Value - US,/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,No,K
Workplace Administration Skills (New),/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,K
Workplace Health and Safety (New),/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,K
WriteX - Email Writing (Customer Service) (New),/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,S
WriteX - Email Writing (Managerial) (New),/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,S
WriteX - Email Writing (Sales) (New),/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,BS
Written English v1,/products/product-catalog/view/written-english-v1/,Yes,Yes,No,K
Written Spanish,/products/product-catalog/view/written-spanish/,Yes,Yes,No,K
Zabbix (New),/products/product-catalog/view/zabbix-new/,Yes,No,K
360 Digital Report,/products/product-catalog/view/360-digital-report/,Yes,No,D
360° Multi-Rater Feedback System (MFS),/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,DP
